"index.typestatus","reps"
"voucher of <a href=\http://arctos.database.museum/name/megalonyx wheatleyi\>megalonyx wheatleyi</a>, page 655 in <a href=\http://arctos.database.museum/publication/10007812\>mcdonald and morgan 2011.</a>; basis of illustration of <a href=\http://arctos.database.museum/name/megalonyx wheatleyi\>megalonyx wheatleyi</a>, page 292 in <a href=\http://arctos.database.museum/publication/10007609\>morgan and harris 2014</a>",1
"voucher of <a href=\http://arctos.database.museum/name/meleagris crassipes\>meleagris crassipes</a>, page 213 in <a href=\http://arctos.database.museum/publication/10007819\>rea 1980</a>",1
"voucher of <a href=\http://arctos.database.museum/name/microtus mexicanus\>microtus mexicanus</a>, page 11 in <a href=\http://arctos.database.museum/publication/10007811\>smartt 1977</a>",1
"voucher of <a href=\http://arctos.database.museum/name/microtus\>microtus pennsylvanicus</a> pennsylvanicus, page 14 in <a href=\http://arctos.database.museum/publication/10007811\>smartt 1977</a>",1
"voucher of <a href=\http://arctos.database.museum/name/microtus\>microtus pennsylvanicus</a> pennsylvanicus, page 282 in <a href=\http://arctos.database.museum/publication/10007813\>messing 1986</a>",1
"voucher of <a href=\http://arctos.database.museum/name/microtus montanus\>microtus montanus cf.</a> cf., page 13 in <a href=\http://arctos.database.museum/publication/10007811\>smartt 1977</a>",1
"voucher of <a href=\http://arctos.database.museum/name/microtus pennsylvanicus\>microtus pennsylvanicus</a>, page 11 in <a href=\http://arctos.database.museum/publication/10007811\>smartt 1977</a>",1
"voucher of <a href=\http://arctos.database.museum/name/mustela erminea\>mustela erminea</a>, page 280 in <a href=\http://arctos.database.museum/publication/10007377\>harris 1993</a>",1
"voucher of <a href=\http://arctos.database.museum/name/mustela nigripes\>mustela nigripes</a>, page 282 in <a href=\http://arctos.database.museum/publication/10007813\>messing 1986</a>; erroneous citation of microtus pennsylvanicus, page 282 in <a href=\http://arctos.database.museum/publication/10007813\>messing 1986</a>",1
"voucher of <a href=\http://arctos.database.museum/name/neotoma findleyi\>neotoma findleyi</a> in <a href=\http://arctos.database.museum/publication/10004544\>harris 1984</a>",1
"voucher of <a href=\http://arctos.database.museum/name/neotoma findleyi\>neotoma findleyi</a>, page 309 in <a href=\http://arctos.database.museum/publication/10004544\>harris 1984</a>",1
"voucher of <a href=\http://arctos.database.museum/name/neotoma findleyi\>neotoma findleyi</a>, page 568 in <a href=\http://arctos.database.museum/publication/10004544\>harris 1984</a>",1
"voucher of <a href=\http://arctos.database.museum/name/neotoma floridana\>neotoma floridana</a>, page 175 in <a href=\http://arctos.database.museum/publication/10007598\>harris 1984</a>",1
"voucher of <a href=\http://arctos.database.museum/name/neotoma floridana\>neotoma floridana cf.</a> cf., page 281 in <a href=\http://arctos.database.museum/publication/10007813\>messing 1986</a>",1
"voucher of <a href=\http://arctos.database.museum/name/neotoma\>neotoma micropus ?</a> micropus ?, page 281 in <a href=\http://arctos.database.museum/publication/10007813\>messing 1986</a>",1
"voucher of <a href=\http://arctos.database.museum/name/nothrotheriops\>nothrotheriops ?</a> ?, page 656 in <a href=\http://arctos.database.museum/publication/10007812\>mcdonald and morgan 2011.</a>",1
"voucher of <a href=\http://arctos.database.museum/name/nothrotheriops shastensis\>nothrotheriops shastensis</a>, page 356 in <a href=\http://arctos.database.museum/publication/10007812\>mcdonald and morgan 2011.</a>",1
"voucher of <a href=\http://arctos.database.museum/name/notiosorex dalquesti\>notiosorex dalquesti</a>, page 153 in <a href=\http://arctos.database.museum/publication/10005486\>carraway 2010</a>",1
"voucher of <a href=\http://arctos.database.museum/name/notiosorex dalquesti\>notiosorex dalquesti</a>, page 162 in <a href=\http://arctos.database.museum/publication/10005486\>carraway 2010</a>; holotype of <a href=\http://arctos.database.museum/name/notiosorex dalquesti\>notiosorex dalquesti</a>, page 153 in <a href=\http://arctos.database.museum/publication/10005486\>carraway 2010</a>",1
"voucher of <a href=\http://arctos.database.museum/name/notiosorex harrisi\>notiosorex harrisi</a>, page 162 in <a href=\http://arctos.database.museum/publication/10005486\>carraway 2010</a>",1
"voucher of <a href=\http://arctos.database.museum/name/notiosorex\>notiosorex sp.</a> sp., page 162 in <a href=\http://arctos.database.museum/publication/10005486\>carraway 2010</a>; voucher of <a href=\http://arctos.database.museum/name/notiosorex\>notiosorex dalquesti</a> dalquesti, page 162 in <a href=\http://arctos.database.museum/publication/10005486\>carraway 2010</a>",1
"voucher of <a href=\http://arctos.database.museum/name/panthera onca\>panthera onca</a>, page 371 in <a href=\http://arctos.database.museum/publication/10007820\>seymour 1993</a>",1
"voucher of <a href=\http://arctos.database.museum/name/phrynosoma cornutum\>phrynosoma cornutum</a>, page 35 in <a href=\http://arctos.database.museum/publication/10007633\>holman 1970</a>",1
"voucher of <a href=\http://arctos.database.museum/name/phrynosoma douglassi\>phrynosoma douglassi</a>, page 35 in <a href=\http://arctos.database.museum/publication/10007633\>holman 1970</a>; voucher of <a href=\http://arctos.database.museum/name/phrynosoma hernandesi\>phrynosoma hernandesi</a>, page 35 in <a href=\http://arctos.database.museum/publication/10007633\>holman 1970</a>",1
"voucher of <a href=\http://arctos.database.museum/name/pseudacris triseriata\>pseudacris triseriata</a>, page 33 in <a href=\http://arctos.database.museum/publication/10007633\>holman 1970</a>",1
"voucher of <a href=\http://arctos.database.museum/name/rana pipiens\>rana pipiens</a>, page 34 in <a href=\http://arctos.database.museum/publication/10007633\>holman 1970</a>",1
"voucher of <a href=\http://arctos.database.museum/name/scaphiopus\>scaphiopus</a>, page 32 in <a href=\http://arctos.database.museum/publication/10007633\>holman 1970</a>",1
"voucher of <a href=\http://arctos.database.museum/name/scaphiopus\>scaphiopus or spea</a> or spea, page 32 in <a href=\http://arctos.database.museum/publication/10007633\>holman 1970</a>; voucher of <a href=\http://arctos.database.museum/name/scaphiopus\>scaphiopus</a>, page 32 in <a href=\http://arctos.database.museum/publication/10007633\>holman 1970</a>",1
"voucher of <a href=\http://arctos.database.museum/name/scaphiopus\>scaphiopus sp.</a> sp., page 32 in <a href=\http://arctos.database.museum/publication/10007633\>holman 1970</a>",1
"voucher of <a href=\http://arctos.database.museum/name/stockoceros\>stockoceros cf.</a> cf., page 185 in <a href=\http://arctos.database.museum/publication/10007630\>connin et al. 1998</a>",1
"voucher of <a href=\http://arctos.database.museum/name/stockoceros\>stockoceros sp.</a> sp., page 185 in <a href=\http://arctos.database.museum/publication/10007630\>connin et al. 1998</a>",1
"voucher of <a href=\http://arctos.database.museum/name/thamnophis proximus\>thamnophis proximus</a>, page 35 in <a href=\http://arctos.database.museum/publication/10007633\>holman 1970</a>",1
"voucher of <a href=\http://arctos.database.museum/name/thamnophis proximus\>thamnophis proximus</a>, page 36 in <a href=\http://arctos.database.museum/publication/10007633\>holman 1970</a>",1
"voucher of alalcomenaeus cambricus| voucher of alalcomenaeus cambricus",1
"voucher of alasmidonta marginata truncata| paralectotype of alasmidonta marginata truncata",1
"voucher of albiorix gertschi",1
"voucher of albiorix parvidentatus",1
"voucher of albula vulpes",1
"voucher of alcyonium rubistella",1
"voucher of alectis ciliaris| genetic voucher of alectis ciliaris",1
"voucher of alepocephalus rostratus",1
"voucher of allostichaster polyplax",1
"voucher of alokistocarella albansana| voucher of alokistocarella",1
"voucher of alveolites expatiatus| voucher of cladopora expatiata",1
"voucher of alveolites expatiatus| voucher of cladopora ricta",1
"voucher of alveolites expatiatus| voucher of cladopora rieta",1
"voucher of alveolites fibrosus| voucher of coenites laminatus",1
"voucher of alveolites goldfussi| voucher of alveolites",1
"voucher of alveolites minimus",1
"voucher of alveolites minimus| syntype of alveolites minimus",1
"voucher of alveolites mordax| syntype of alveolites mordax",1
"voucher of alveolites niagarensis| voucher of alveolites undosus",1
"voucher of alveolites winchellana| voucher of cladopora alpenensis",1
"voucher of alveolites winchellana| voucher of cladopora dispansa",1
"voucher of alveolites winchellana| voucher of cladopora francisci",1
"voucher of alveolites winchellana| voucher of cladopora labiosa",1
"voucher of alveolites winchellana| voucher of cladopora pinguis",1
"voucher of alveolites winchellana| voucher of cladopora pulchra",1
"voucher of alveolites winchellana| voucher of cladopora radula",1
"voucher of alvordius evides",1
"voucher of alydus eurinus",1
"voucher of ambloplites rupestris",1
"voucher of amblyopsis rosae",1
"voucher of amblypygus arnoldi| holotype of amblypygus arnoldi",1
"voucher of amblypygus michelini| holotype of amblypygus michelini",1
"voucher of ambystoma tigrium, page 31 in <a href=\http://arctos.database.museum/publication/10007633\>holman 1970</a>",1
"voucher of ameiurus natalis",1
"voucher of ameiurus nebulosus",1
"voucher of ammocrypta pellucida",1
"voucher of ammodiscus charoides",1
"voucher of ammodiscus incertus",1
"voucher of ammodiscus tenuis",1
"voucher of ammonites aequinodosus",1
"voucher of ammonites convolutus",1
"voucher of ammonites fuscus",1
"voucher of ammonites hecticus",1
"voucher of ammonites libanensis",1
"voucher of ammonites subradiatus| holotype of ludwigia cornu| voucher of graphoceras cornu| voucher of ludwigella cornu",1
"voucher of ammonites syriacus",1
"voucher of amnirana lepus",1
"voucher of amphiaster insignis",1
"voucher of amphidesma bicolor| holotype of amphidesma bicolor",1
"voucher of amphilichas",1
"voucher of amphilichas conifrons",1
"voucher of amphilichas cornutus",1
"voucher of amphilius krefftii",1
"voucher of amphilophus citrinellus",1
"voucher of amphimetra tessellata",1
"voucher of amphimetra tessellata discoidea",1
"voucher of amphiporus imparispinosus",1
"voucher of amphiporus lactifloreus",1
"voucher of amphistegina lessonii",1
"voucher of amphistichus argenteus",1
"voucher of amphistrophia funiculata| voucher of strophonella funiculata",1
"voucher of amphoracrinus spinobrachiatus",1
"voucher of amplexus hamiltoniae",1
"voucher of amplexus shumardi| voucher of strombodes shumardi",1
"voucher of anadara antiquata",1
"voucher of anagarypus heatwolei| voucher of anagarypus heatwolei",1
"voucher of anakashmirites angustecostatus",1
"voucher of anampses caerulopunctatus",1
"voucher of ananchytes carinata| voucher of ananchytes striata",1
"voucher of ananchytes ovata| voucher of ananchytes ovata| voucher of ananchytes ovata| voucher of ananchytes ovata",1
"voucher of anasibirites kingianus",1
"voucher of anaspyroceras pseudocalamiteum",1
"voucher of anasterias minuta",1
"voucher of anastoechus sp.",1
"voucher of anathyris ezquerrai",1
"voucher of anatina alta| holotype of anatina alta",1
"voucher of anaulacodithella| voucher of anaulacodithella",1
"voucher of anchastus longulus",1
"voucher of anculosa ampla| syntype of anculosa ampla| figured of anculosa ampla",1
"voucher of anculosa canalifera| syntype of anculosa canalifera",1
"voucher of anculosa elegans| holotype of anculosa elegans",1
"voucher of anculotus carinatus| syntype of anculotus carinatus",1
"voucher of ancylopsetta quadrocellata",1
"voucher of ancylus elatior| syntype of rhodacme elatior",1
"voucher of anguilla rostrata",1
"voucher of anisodactylus pitychrous| holotype of anisodactylus pitychrous",1
"voucher of anodon flava| holotype of anodon flava",1
"voucher of anodontoides leotaudi",1
"voucher of anodus elongatus",1
"voucher of anomalina ammonoides",1
"voucher of anomalina ariminensis",1
"voucher of anomalina coronata",1
"voucher of anomalina grosserugosa",1
"voucher of anomalina polymorpha",1
"voucher of anomalocaris",1
"voucher of anomalocaris canadesis| voucher of anomalocaris canadesis",1
"voucher of anomaloceras anomalum| voucher of anomaloceras anomalum",1
"voucher of anomalocrinus caponiformis",1
"voucher of anomalocrinus incurvus",1
"voucher of anomia argentaria",1
"voucher of anomocare vermontense",1
"voucher of anoplogaster cornuta",1
"voucher of anseropoda rosacea",1
"voucher of antedon granulifera| syntype of antedon granulifera",1
"voucher of antedon psyche| holotype of antedon psyche| voucher of antedon psyche",1
"voucher of antedon pulchella| voucher of neocomatella pulchella",1
"voucher of antedon rubiginosa| syntype of antedon rubiginosa",1
"voucher of antedon rubiginosa| voucher of antedon rubiginosa| syntype of antedon rubiginosa",1
"voucher of anthenea acutus",1
"voucher of anthenea conjugens",1
"voucher of anthenea pentagonula",1
"voucher of anthenoides cristatus",1
"voucher of anthias nicholsi",1
"voucher of anthias tenuis",1
"voucher of anthomastus agassizii",1
"voucher of anthracospirifer curvilateralis",1
"voucher of anthrobia monmouthia",1
"voucher of antigonia capros| voucher of antigonia capros",1
"voucher of antillaster arnoldi",1
"voucher of antillaster arnoldi| holotype of antillaster arnoldi",1
"voucher of antiquaster magrumi",1
"voucher of antrimpos",1
"voucher of antropora minor",1
"voucher of anyphaena pacifica",1
"voucher of aoraki",1
"voucher of aoraki crypta",1
"voucher of aoraki healyi",1
"voucher of aoraki tumidata",1
"voucher of apanteles",1
"voucher of aparchites millepunctatus",1
"voucher of apatochernes",1
"voucher of apatokephaloides inflatus",1
"voucher of apatolichas jukesi",1
"voucher of apeltes quadracus",1
"voucher of aphaenogaster treatae",1
"voucher of aphelochaeta glandaria",1
"voucher of aphonus clunalis",1
"voucher of aphricus californicus",1
"voucher of apis mellifera",1
"voucher of apistogramma steindachneri",1
"voucher of apistogrammoides pucallpaensis",1
"voucher of aplochiton zebra",1
"voucher of aplysina aerophoba",1
"voucher of apochthonius| voucher of apochthonius",1
"voucher of apogon fraenatus",1
"voucher of apogon queketti",1
